year,title,published_at,updated_at,category,nominee,artist,workers,img,winner,nominee_length
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best latin jazz album,Song For Maura,Paquito D'Rivera And Trio Corrente,"Brenda Feliciano & Jacques Figueras, producers; Carlos Akamine & Daniel Freiberg, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Paquito%2BD%2527Rivera/Paquito%2520D%2527Rivera_1_1_1581554599.jpg?itok=QYgXlw4P,True,14
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best gospel/contemporary christian music performance,Break Every Chain [Live],Tasha Cobbs,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tasha%2BCobbs/Tasha%2520Cobbs_1_1_1578515138.jpg?itok=uTbk9-DV,True,24
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best gospel song,If He Did It Before... Same God [Live],Desconocido,"Tye Tribbett, songwriter (Tye Tribbett)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tye%2BTribbett/Tye%2520Tribbett_1_1_1597167626.jpg?itok=G6lNvA_y,True,38
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best contemporary christian music song,Overcomer,Desconocido,"David Garcia, Ben Glover & Christopher Stevens, songwriters (Mandisa)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BGarcia/David%2520Garcia_1_1_1581559894.jpg?itok=1PiIrg6e,True,9
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best gospel album,Greater Than [Live],Tye Tribbett,"Brandon Jones & Tye Tribbett, producers; John Jaszcz, Ryan Moys & Brian Thomason, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tye%2BTribbett/Tye%2520Tribbett_1_1_1597167626.jpg?itok=G6lNvA_y,True,19
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best contemporary christian music album,Overcomer,Mandisa,"David Garcia & Christopher Stevens, producers; David Garcia & Christopher Stevens, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mandisa/Mandisa_1_1_1598306051.jpg?itok=-2f3uoRt,True,9
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best latin pop album,Vida,Draco Rosa,"Draco Rosa, producer; Benny Faccone, Seth Horan Atkins & Sadaharu Yagi, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Draco%2BRosa/DRACO%2520ROSA_1_1_1589896032.jpg?itok=UuaFM9QX,True,4
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"best latin rock, urban or alternative album",Treinta Días,La Santa Cecilia,"Sebastian Krys, producer; Sebastian Krys, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/La%2BSanta%2BCecilia/La%2520Santa%2520Cecilia_1_1_1578384712.jpg?itok=LXEcLxz2,True,12
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best regional mexican music album (including tejano),A Mi Manera,Mariachi Divas De Cindy Shea,"Salvador ""Chava"" Sandoval, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mariachi%2BDivas%2BDe%2BCindy%2BShea/Mariachi%2520Divas%2520de%2520Cindy%2520Shea_1_1_1581557400.jpg?itok=wsySZtbw,True,11
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best tropical latin album,Pacific Mambo Orchestra,Pacific Mambo Orchestra,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Pacific%2BMambo%2BOrchestra/Pacific%2520Mambo%2520Orchestra_1_1_1581555826.jpg?itok=DpcDa2o8,True,23
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best american roots song,Love Has Come For You,Desconocido,"Edie Brickell & Steve Martin, songwriters (Steve Martin & Edie Brickell)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Edie%2BBrickell/Edie%2520Brickell_1_1_1581553609.jpg?itok=saV-bG1j,True,21
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best americana album,Old Yellow Moon,Emmylou Harris & Rodney Crowell,"Brian Ahern, producer; Donivan Cowart, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Emmylou%2BHarris/Emmylou%2520Harris_1_1_1596198478.jpg?itok=wsJVpP65,True,15
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best bluegrass album,The Streets Of Baltimore,Del Mccoury Band,"David Ferguson, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BFerguson/David%2520Ferguson_1_1_1581556736.jpg?itok=fBUSqOeM,True,24
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best blues album,Get Up!,Ben Harper With Charlie Musselwhite,"Chris Goldsmith, Sheldon Gomberg, Ben Harper, Jesse Ingalls, Jason Mozersky & Jordan Richardson, producers; Sheldon Gomberg, Jason Gossman, Bill Mims & Erich Talaba, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ben%2BHarper/Ben%2520Harper_1_1_1578385482.jpg?itok=KpbF7evm,True,7
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best folk album,My Favorite Picture Of You,Guy Clark,"Shawn Camp, Guy Clark & Chris Latham, producers; Chris Latham, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Guy%2BClark/Guy%2520Clark_1_1_1595949076.jpg?itok=v0YCoZEQ,True,26
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best regional roots music album,Dockside Sessions,Terrance Simien & The Zydeco Experience,"George G. Receli, producer; David Farrell & George G. Receli, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Terrance%2BSimien%2B%2526%2BThe%2BZydeco%2BExperience/Terrance%2520Simien%2520%2526%2520The%2520Zydeco%2520Experience_1_1_1581628613.jpg?itok=qSRlT1x4,True,17
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best reggae album,Ziggy Marley In Concert,Ziggy Marley,"Ziggy Marley, producer; Errol Brown & Fabian Cooke, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ziggy%2BMarley/Ziggy%2520Marley_1_1_1578385064.jpg?itok=B83Wyv27,True,23
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best world music album,Savor Flamenco,Gipsy Kings,"René Ameline & James Farber, engineers/mixers",Desconocido,True,14
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best world music album,Live: Singing For Peace Around The World,Ladysmith Black Mambazo,"Mitch Goldstein, producer; Jon Picciano, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ladysmith%2BBlack%2BMambazo/Ladysmith%2520Black%2520Mambazo_1_1_1585147865.jpg?itok=GRzbQUPR,True,40
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best children's album,Throw A Penny In The Wishing Well,Jennifer Gasoi,"Jennifer Gasoi, producer; Pierre Messier, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jennifer%2BGasoi/Jennifer%2520Gasoi_1_1_1581621103.jpg?itok=wdB_Vu4a,True,33
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"best spoken word album (includes poetry, audio books & storytelling)",America Again: Re-becoming The Greatness We Never Weren't,Stephen Colbert,"Aaron Cohen & Michele McGonigle, producers; Christine M. Farrell & Todd Kilponen, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Aaron%2BCohen/Aaron%2520Cohen_1_1_1581555097.jpg?itok=l4d9TdSh,True,57
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best comedy album,Calm Down Gurrl,Kathy Griffin,"Don Worsham, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kathy%2BGriffin/Kathy%2520Griffin_1_1_1581555734.jpg?itok=9CDdg6St,True,15
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best musical theater album,Kinky Boots,Desconocido,"Billy Porter & Stark Sands, principal soloists; Cyndi Lauper, composer & lyricist; Sammy James, Jr., Cyndi Lauper, Stephen Oremus & William Wittman, producers; Derik Lee & William Wittman, engineers/mixers (Original Broadway Cast With Stark Sands, Billy Porter & Others)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Billy%2BPorter/Billy%2520Porter_1_1_1588601119.jpg?itok=jlJ0kuGY,True,11
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best compilation soundtrack for visual media,Sound City: Real To Reel,Dave Grohl & Various Artists,"Butch Vig, compilation producer; James Brown, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BGrohl/Dave%2520Grohl_1_1_1591113061.jpg?itok=hl8m1EhF,True,24
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best score soundtrack for visual media,Skyfall,Desconocido,"Thomas Newman, composer; Bill Bernstein & Thomas Newman, producers; Simon Rhodes, engineer/mixer (Thomas Newman)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Simon%2BRhodes/Simon%2520Rhodes_1_1_1581558543.jpg?itok=391vo2Zd,True,7
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best song written for visual media,Skyfall,"Adele Adkins & Paul Epworth, Songwriters (Adele)",Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Adele/Adele_1_1_1584090130.jpg?itok=xlwW6t3a,True,7
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best instrumental composition,Pensamientos For Solo Alto Saxophone And Chamber Orchestra,Desconocido,"Clare Fischer, composer (The Clare Fischer Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Clare%2BFischer/Clare%2520Fischer_1_1_1581555346.jpg?itok=ex7_fznz,True,58
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best instrumental arrangement,On Green Dolphin Street,Desconocido,"Gordon Goodwin, arranger (Gordon Goodwin's Big Phat Band)",Desconocido,True,23
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best instrumental arrangement accompanying vocalist(s),Swing Low,Desconocido,"Gil Goldstein, arranger (Bobby McFerrin & Esperanza Spalding)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gil%2BGoldstein/Gil%2520Goldstein_1_1_1597164797.jpg?itok=OD6j6fbj,True,9
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best recording package,Long Night Moon,Desconocido,"Sarah Dodds & Shauna Dodds, art directors (Reckless Kelly)",Desconocido,True,15
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best boxed or special limited edition package,Wings Over America (Deluxe Edition),Desconocido,"Simon Earith & James Musgrave, art directors (Paul McCartney And Wings)",Desconocido,True,35
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best album notes,Afro Blue Impressions (Remastered & Expanded),Desconocido,"Neil Tesser, album notes writer (John Coltrane)",Desconocido,True,45
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best historical album,Charlie Is My Darling - Ireland 1965,Desconocido,"Teri Landi, Andrew Loog Oldham & Steve Rosenthal, compilation producers; Bob Ludwig, mastering engineer (The Rolling Stones)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Andrew%2BLoog%2BOldham/Andrew%2520Loog%2520Oldham_1_1_1581559295.jpg?itok=ykulgY1n,True,36
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best historical album,The Complete Sussex And Columbia Albums,Desconocido,"Leo Sacks, compilation producer; Joseph M. Palmaccio, Tom Ruff & Mark Wilder, mastering engineers (Bill Withers)",Desconocido,True,39
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"best engineered album, non-classical",Random Access Memories,Desconocido,"Peter Franco, Mick Guzauski, Florian Lagatta & Daniel Lerner, engineers; Antoine Chabert & Bob Ludwig, mastering engineers (Daft Punk)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Daniel%2BLerner/Daniel%2520Lerner_1_1_1581558654.jpg?itok=ftPufgRd,True,22
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"producer of the year, non-classical",Pharrell Williams,Desconocido,Desconocido,Desconocido,True,17
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"best remixed recording, non-classical",Summertime Sadness (Cedric Gervais Remix),Desconocido,"Cedric Gervais, remixer (Lana Del Rey)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Cedric%2BGervais/Cedric%2520Gervais_1_1_1591113003.jpg?itok=L5o-OfxG,True,41
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best surround sound album,Live Kisses,Desconocido,"Al Schmitt, surround mix engineer; Tommy LiPuma, surround producer (Paul McCartney)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/alschmitt-spotlight-509785650.png?itok=w_EsLH1P,True,11
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"best engineered album, classical",Winter Morning Walks,Desconocido,"David Frost, Brian Losch & Tim Martyn, engineers; Tim Martyn, mastering engineer (Dawn Upshaw, Maria Schneider, Australian Chamber Orchestra & St. Paul Chamber Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BFrost/David%2520Frost_1_1_1581561453.jpg?itok=SLeIAd03,True,20
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,"producer of the year, classical",David Frost,Desconocido,Desconocido,Desconocido,True,11
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best orchestral performance,Sibelius: Symphonies Nos. 1 & 4,Desconocido,"Osmo Vänskä, conductor; Robert Suff, producer; Jens Braun, engineer (Minnesota Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Osmo%2BV%25C3%25A4nsk%25C3%25A4/Van_1_1_1581552659.jpg?itok=ipQGWdox,True,31
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best opera recording,Adès: The Tempest,Desconocido,"Thomas Adès, conductor; Jay David Saks, producer; Simon Keenlyside, Isabel Leonard, Audrey Luna & Alan Oke, soloists (The Metropolitan Opera Chorus; The Metropolitan Opera Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Thomas%2BAd%25C3%25A8s/Thomas%2520Ad%25C3%25A8s_1_1_1575374246.jpg?itok=W2lhpc2d,True,17
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best choral performance,Pärt: Adam's Lament,Desconocido,"Tõnu Kaljuste, conductor; Manfred Eicher, producer; Peter Laenger & Stephan Schellmann, engineers (Tui Hirv & Rainer Vilu; Estonian Philharmonic Chamber Choir, Latvian Radio Choir & Vox Clamantis; Sinfonietta Riga & Tallinn Chamber Orchestra)",Desconocido,True,19
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best chamber music/small ensemble performance,Roomful Of Teeth,Desconocido,"Jesse Lewis, producer; Brad Wells, conductor; Roomful Of Teeth (Cameron Beauchamp, Dashon Burton, Martha Cluver, Eric Dudley, Estelí Gomez, Avery Griffin, Caroline Shaw & Virginia Warnken), ensembles; Mark Donahue & Jesse Lewis, engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jesse%2BLewis/Jesse%2520Lewis_1_1_1581633813.jpg?itok=6K2b3BoZ,True,16
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best classical instrumental solo,Corigliano: Conjurer - Concerto For Percussionist & String Orchestra,Desconocido,"Evelyn Glennie; David Alan Miller, conductor; Silas Brown & John Corigliano, producers; Silas Brown & John Corigliano, engineers (Albany Symphony)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BMiller/David%2520Miller_1_1_1581560031.jpg?itok=JZGOIOrN,True,68
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best classical vocal solo,Winter Morning Walks,Desconocido,"Dawn Upshaw, soloist; David Frost, producer; David Frost, Brian Losch & Tim Martyn, engineers (Maria Schneider; Australian Chamber Orchestra & St. Paul Chamber Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dawn%2BUpshaw/Dawn%2520Upshaw_1_1_1597163735.jpg?itok=q4tGX9v-,True,20
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best classical compendium,Hindemith: Violinkonzert; Symphonic Metamorphosis; Konzertmusik,Desconocido,"Christoph Eschenbach, conductor; Dominik Blech & Björn Brigsne, engineers (Christoph Eschenbach)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Christoph%2BEschenbach/Christoph%2520Eschenbach_1_1_1581623770.jpg?itok=zEO4eEcx,True,63
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best contemporary classical composition,"Schneider, Maria: Winter Morning Walks",Desconocido,"Maria Schneider, composer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Maria%2BSchneider/Maria%2520Schneider_1_1_1581646132.jpg?itok=jf9f6nh5,True,38
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best music video,Suit & Tie,Justin Timberlake Featuring Jay Z,"David Fincher, video director; Timory King, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/transparent_square_21.png?itok=nLQjmfit,True,10
2013,56th Annual GRAMMY Awards  (2013),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,best music film,Live Kisses,Paul Mccartney,"Jonas Åkerlund, video director; Violaine Etienne, Aron Levine & Scott Rodger, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Paul%2BMcCartney/Paul%2520McCartney_1_1_1591112977.jpg?itok=E0dSZgtJ,True,11
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,record of the year,Somebody That I Used To Know,Gotye Featuring Kimbra,"Wally De Backer, producer; Wally De Backer & Francois Tetaz, engineers/mixers; William Bowden, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/161396233_gotye_kimbra.jpg?itok=4_A2Llji,True,28
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,album of the year,Babel,Mumford & Sons,"Markus Dravs, producer; Robin Baynton, Ruadhri Cushnan & Matt Lawrence, engineers/mixers; Bob Ludwig, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/161430627_mumford_sons.jpg?itok=OtgIihLL,True,5
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,song of the year,We Are Young,Desconocido,"Jack Antonoff, Jeff Bhasker, Andrew Dost & Nate Ruess, songwriters (Fun. Featuring Janelle Monáe)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/161433969_fun.jpg?itok=2EygTiQN,True,12
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best new artist,Fun.,Desconocido,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/161430258_fun.jpg?itok=wlzC1Tlb,True,4
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best pop solo performance,Set Fire To The Rain [Live],Adele,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Adele/Adele_1_1_1584090130.jpg?itok=xlwW6t3a,True,27
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best pop duo/group performance,Somebody That I Used To Know,Gotye Featuring Kimbra,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gotye/Gotye_1_1_1581551867.jpg?itok=ZIc11ls8,True,28
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best pop instrumental album,Impressions,Chris Botti,"Bobby Colomby, producer; Allen M. Sides, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chris%2BBotti/Chris%2520Botti_1_1_1576352517.jpg?itok=M284g-x6,True,11
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best pop vocal album,Stronger,Kelly Clarkson,"Serban Ghenea & John Hanes, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kelly%2BClarkson/Kelly%2520Clarkson_1_1_1594057028.jpg?itok=mEUBzOGC,True,8
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best dance recording,Bangarang,Skrillex Featuring Sirah,"Skrillex, producer; Skrillex, mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Skrillex/Skrillex_1_1_1579166214.jpg?itok=SbT7rssq,True,9
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best dance/electronica album,Bangarang,Skrillex,"Skrillex, producer; Skrillex, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Skrillex/Skrillex_1_1_1579166214.jpg?itok=SbT7rssq,True,9
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best traditional pop vocal album,Kisses On The Bottom,Paul Mccartney,"Tommy LiPuma, producer; Al Schmitt, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Paul%2BMcCartney/Paul%2520McCartney_1_1_1591112977.jpg?itok=E0dSZgtJ,True,20
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best rock performance,Lonely Boy,The Black Keys,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BBlack%2BKeys/The%2520Black%2520Keys_1_1_1595949843.jpg?itok=Vg62uatp,True,10
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best hard rock/metal performance,Love Bites (So Do I),Halestorm,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Halestorm/Halestorm_1_1_1578384760.jpg?itok=OTN872iv,True,20
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best rock song,Lonely Boy,Desconocido,"Dan Auerbach, Brian Burton & Patrick Carney, songwriters (The Black Keys)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dan%2BAuerbach/Dan%2520Auerbach_1_1_1578387081.jpg?itok=fGq5X2vP,True,10
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best rock album,El Camino,The Black Keys,"Danger Mouse & The Black Keys (Dan Auerbach & Patrick Carney), producers; Tchad Blake & Kennie Takahashi, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BBlack%2BKeys/The%2520Black%2520Keys_1_1_1595949843.jpg?itok=Vg62uatp,True,9
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best alternative music album,Making Mirrors,Gotye,"Gotye, producer; Francois Tetaz, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gotye/Gotye_1_1_1581551867.jpg?itok=ZIc11ls8,True,14
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best r&b performance,Climax,Usher,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Usher/Usher_1_1_1594578185.jpg?itok=HpoXndzJ,True,6
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best traditional r&b performance,Love On Top,Beyoncé,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Beyonc%25C3%25A9%2BKnowles/Beyonc%25C3%25A9_1_1_1597674429.jpg?itok=1jKGWBfF,True,11
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best r&b song,Adorn,Desconocido,"Miguel Jontel Pimentel, songwriter (Miguel)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Miguel/Miguel_1_1_1597398421.jpg?itok=kpatlQen,True,5
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best urban contemporary album,Channel Orange,Frank Ocean,"James Ryan Ho, Frank Ocean & Om'mas Keith, producers; Jeff Ellis, James Ryan Ho & Frank Ocean, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Frank%2BOcean/Frank%2520Ocean_1_1_1591113067.jpg?itok=_S0DP_A-,True,14
2012,55th Annual GRAMMY Awards  (2012),2017-11-28T00:03:45-08:00,2019-09-10T01:06:11-07:00,best r&b album,Black Radio,Robert Glasper Experiment,"Keith ""Qmillion"" Lewis, engineer/mixer",Desconocido,True,11
